,2,1. What is your gender?,2. How old were you at your last birthday?,47a. I have unrealistic time pressures,19a. My supervisor communicates effectively,"17d. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","17e. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
916,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
917,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,3.0,4.0
918,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,1.0
919,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,3.0,3.0,3.0
920,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
921,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,5.0
922,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
923,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,3.0
924,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,4.0,4.0
925,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,2.0,4.0
926,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
927,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
928,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,2.0,4.0
929,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,2.0,4.0,4.0
930,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,3.0
931,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,4.0,2.0
932,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,5.0,5.0
933,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,1.0,4.0,4.0
934,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,2.0,2.0
935,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,3.0,4.0
936,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,3.0,4.0,4.0
937,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,3.0,4.0
938,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,4.0,3.0,3.0
939,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
940,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,3.0
941,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,5.0,5.0
942,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,3.0
943,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
944,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,4.0,4.0
945,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,3.0,3.0
946,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
947,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
948,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,3.0,3.0
949,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,3.0,5.0
950,"Large (1,001 or more employees)",Male,40 to 54 years,5.0,4.0,3.0,5.0
951,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,1.0,5.0,5.0
952,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
953,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,3.0,4.0,4.0
954,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,5.0
955,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
956,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
957,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
958,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,4.0,4.0,3.0
959,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,3.0
960,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
961,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,3.0,5.0
962,"Large (1,001 or more employees)",Male,40 to 54 years,5.0,4.0,3.0,2.0
963,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
964,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
965,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,3.0,4.0
966,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
967,"Medium (251 to 1,000 employees)",Male,40 to 54 years,5.0,4.0,5.0,5.0
968,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
969,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
970,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,5.0,4.0
971,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,5.0,5.0
972,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
973,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,5.0
974,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
975,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
976,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,5.0
977,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,2.0
978,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
979,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
980,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,2.0,3.0,2.0
981,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,5.0
982,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
983,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,2.0,4.0
984,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,4.0,4.0
985,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,5.0
986,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,3.0,2.0
987,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,3.0
988,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,1.0,4.0,5.0
989,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,3.0,3.0
990,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
991,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
992,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,5.0
993,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
994,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,5.0,4.0
995,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
996,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
997,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,5.0,5.0
998,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,2.0,4.0
999,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,2.0,3.0
1000,"Medium (251 to 1,000 employees)",Male,40 to 54 years,1.0,3.0,3.0,3.0
1001,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,3.0,4.0
1002,"Large (1,001 or more employees)",Male,40 to 54 years,5.0,5.0,5.0,5.0
1003,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,4.0
1004,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
1005,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,3.0,4.0
1006,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1007,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,3.0
1008,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1009,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
1010,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,2.0,2.0,4.0
1011,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
1012,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,3.0,5.0
1013,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1014,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,4.0
1015,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,5.0,4.0
1016,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,2.0,3.0
1017,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,3.0,3.0
1018,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1019,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,1.0,4.0,3.0
1020,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,2.0,2.0,2.0
1021,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,5.0,5.0
1022,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,4.0,4.0,4.0
1023,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1024,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,2.0,4.0,4.0
1025,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,1.0,2.0
1026,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,2.0,4.0
1027,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,3.0
1028,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1029,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,5.0,5.0
1030,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,2.0,2.0
1031,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
1032,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,5.0,4.0
1033,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,2.0,2.0
1034,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,4.0,4.0,5.0
1035,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,1.0,4.0
1036,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,2.0,4.0
1037,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,2.0,3.0,3.0
1038,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,3.0
1039,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,1.0,2.0
1040,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,3.0,4.0
1041,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,5.0,3.0,4.0
1042,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
1043,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,1.0,4.0
1044,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,4.0,4.0
1045,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,5.0
1046,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,2.0,4.0,4.0
1047,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1048,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1049,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1050,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,3.0,3.0,3.0
1051,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,2.0,4.0
1052,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,2.0,4.0
1053,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,5.0,4.0,3.0
1054,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,2.0,2.0
1055,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,3.0,4.0
1056,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,2.0,4.0
1057,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1058,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
1059,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1060,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
1061,"Medium (251 to 1,000 employees)",Female,40 to 54 years,1.0,4.0,4.0,4.0
1062,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,1.0,2.0
1063,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
1064,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,5.0,4.0
1065,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,4.0,4.0
1066,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,4.0,4.0
1067,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,4.0,3.0,4.0
1068,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,3.0,3.0,4.0
1069,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
1070,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,2.0
1071,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
1072,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,5.0,5.0
1073,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,3.0
1074,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,5.0
1075,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,3.0,3.0,4.0
1076,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
1077,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,3.0
1078,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,4.0,4.0
1079,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1080,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1081,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,2.0,4.0
1082,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,2.0,4.0
1083,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,3.0,3.0,3.0
1084,"Large (1,001 or more employees)",Female,40 to 54 years,5.0,5.0,4.0,4.0
1085,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,5.0,5.0
1086,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,2.0,3.0,4.0
1087,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1088,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
1089,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,5.0
1090,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,2.0
1091,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
1092,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,5.0,5.0
1093,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,3.0
1094,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,3.0
1095,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,2.0,4.0
1096,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,5.0,5.0
1097,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,2.0,2.0
1098,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,1.0,3.0
1099,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,5.0,4.0
1100,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,2.0,3.0
1101,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,3.0,1.0,1.0
1102,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
1103,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,5.0
1104,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,3.0,5.0
1105,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
1106,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,3.0,3.0
1107,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,3.0,4.0
1108,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,2.0
1109,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,5.0
1110,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,2.0
1111,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1112,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,4.0,4.0
1113,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,5.0,5.0
1114,"Medium (251 to 1,000 employees)",Female,40 to 54 years,1.0,3.0,2.0,4.0
1115,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,5.0,5.0
1116,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,5.0,5.0
1117,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1118,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,3.0,3.0
1119,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,4.0,5.0
1120,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,3.0,4.0
1121,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,4.0,5.0
1122,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1123,Small (Less than 250 employees),Female,40 to 54 years,5.0,5.0,5.0,5.0
1124,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,5.0,4.0,4.0
1125,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,3.0,4.0
1126,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1127,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,1.0,2.0
1128,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,5.0,2.0
1129,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,3.0
1130,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,4.0,3.0,3.0
1131,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,1.0,4.0,4.0
1132,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,5.0,4.0
1133,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,3.0,3.0
1134,Small (Less than 250 employees),Male,40 to 54 years,5.0,2.0,3.0,4.0
1135,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,4.0
1136,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,4.0
1137,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,2.0,5.0
1138,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,2.0,3.0
1139,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,2.0,5.0
1140,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,1.0,2.0
1141,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,5.0
1142,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,5.0,5.0
1143,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,2.0,4.0
1144,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
1145,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,2.0,5.0
1146,"Medium (251 to 1,000 employees)",Male,40 to 54 years,1.0,4.0,4.0,4.0
1147,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,1.0,1.0
1148,"Medium (251 to 1,000 employees)",Female,40 to 54 years,5.0,5.0,2.0,4.0
1149,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,3.0,4.0,4.0
1150,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,2.0,1.0,3.0
1151,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,5.0,5.0
1152,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,2.0,4.0
1153,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,4.0,4.0
1154,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,2.0,4.0,5.0
1155,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,4.0,4.0
1156,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,5.0
1157,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,4.0
1158,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,3.0,2.0
1159,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,5.0,5.0
1160,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
1161,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1162,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
1163,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,5.0,2.0,3.0
1164,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,2.0,3.0
1165,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,5.0
1166,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,4.0,4.0,3.0
1167,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
1168,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,4.0,5.0
1169,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,5.0
1170,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,4.0,4.0
1171,"Medium (251 to 1,000 employees)",Female,40 to 54 years,4.0,4.0,4.0,3.0
1172,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1173,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,4.0
1174,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,3.0,4.0
1175,"Large (1,001 or more employees)",Female,40 to 54 years,1.0,5.0,4.0,4.0
1176,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,2.0,3.0
1177,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,3.0,3.0
1178,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1179,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,3.0,4.0
1180,"Medium (251 to 1,000 employees)",Male,40 to 54 years,2.0,4.0,5.0,4.0
1181,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
1182,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1183,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1184,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,2.0,3.0
1185,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1186,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,5.0,4.0,4.0
1187,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1188,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
1189,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,4.0,4.0
1190,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,4.0,5.0
1191,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,3.0,3.0
1192,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,3.0,3.0,3.0
1193,"Medium (251 to 1,000 employees)",Female,40 to 54 years,1.0,4.0,1.0,2.0
1194,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,2.0,3.0,4.0
1195,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,3.0
1196,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1197,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,2.0,2.0,5.0
1198,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,4.0,4.0,4.0
1199,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
1200,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,3.0,3.0,3.0
1201,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,5.0,5.0
1202,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1203,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,2.0,1.0,4.0
1204,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
1205,"Medium (251 to 1,000 employees)",Male,40 to 54 years,5.0,5.0,5.0,5.0
1206,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,2.0,3.0
1207,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,3.0,5.0,5.0
1208,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,5.0,4.0,4.0
1209,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,3.0,3.0,4.0
1210,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,4.0,4.0
1211,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,5.0,2.0,4.0
1212,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,4.0,4.0
1213,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,4.0
1214,"Large (1,001 or more employees)",Male,40 to 54 years,4.0,4.0,3.0,3.0
1215,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,5.0,4.0,4.0
1216,"Medium (251 to 1,000 employees)",Female,40 to 54 years,2.0,5.0,3.0,4.0
1217,"Large (1,001 or more employees)",Female,40 to 54 years,2.0,4.0,4.0,4.0
1218,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,5.0,3.0,4.0
1219,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,2.0,5.0
1220,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,5.0,4.0,4.0
1221,"Medium (251 to 1,000 employees)",Female,40 to 54 years,3.0,4.0,4.0,4.0
1222,"Large (1,001 or more employees)",Female,40 to 54 years,3.0,2.0,5.0,5.0
1223,"Large (1,001 or more employees)",Male,40 to 54 years,2.0,3.0,3.0,4.0
1224,"Large (1,001 or more employees)",Female,40 to 54 years,4.0,4.0,4.0,5.0
1225,"Large (1,001 or more employees)",Male,40 to 54 years,1.0,4.0,4.0,4.0
1226,"Medium (251 to 1,000 employees)",Male,40 to 54 years,4.0,5.0,4.0,4.0
1227,"Large (1,001 or more employees)",Male,40 to 54 years,3.0,4.0,3.0,3.0
1228,"Medium (251 to 1,000 employees)",Male,40 to 54 years,3.0,5.0,4.0,4.0
1229,"Medium (251 to 1,000 employees)",Female,40 to 54 years,1.0,2.0,3.0,2.0
